;Entity A;Entity B;Label
4973;55252;C0376358;0
2080;255758;C0271979;0
403;545;C0376358;1
5806;6262;C0023487;0
6987;7474;C0036920;0
1161;1836;C0003873;0
3282;4318;C0007131;1
3186;4212;C1832950;1
3174;4175;C0268181;1
2242;26610;C1864827;0
730;857;C1708349;1
390;501;C1708349;1
2968;3848;C0022584;1
6189;6597;C0036341;0
3723;4359;C0279702;0
6272;10528;C0752121;1
6756;27232;C2239176;1
2107;2624;C0023467;1
3644;4297;C0086647;0
2900;3777;C4552070;1
6047;6505;C0024305;0
5859;8913;C0752122;1
5952;64218;C0036341;0
611;708;C0006142;1
2044;2475;C0410174;0
3925;4692;C0004114;0
3574;4193;C0271979;0
4636;6335;C0432262;1
4965;6794;C0235974;1
7539;84062;C0005684;0
6115;6532;C0751254;0
6702;26503;C0001973;1
7097;781;C0009402;0
1478;2099;C0038454;0
5310;57379;C0040517;0
7817;8915;C2675767;0
3355;3860;C0023487;0
1244;1917;C0035334;0
6658;26005;C1510460;1
2923;3458;C1847319;0
2106;2623;C3463824;1
3376;3908;C4015388;0
1848;2187;C2931228;1
2528;2892;C1853926;0
4798;54538;C3553582;0
6730;27040;C1862939;1
6527;23327;C1848213;1
5328;7168;C0700053;1
1341;203228;C0020179;0
1568;1956;C1449563;1
7811;8913;C0011860;0
7942;92335;C0543541;0
5184;7051;C3536797;1
3812;5077;C3266898;1
1623;2050;C0006142;1
4251;5649;C0020179;1
2657;3043;C0376358;0
4430;5925;C0006142;1
4034;4780;C1852282;0
7091;778;C0006142;0
3670;4311;C0410190;0
450;115908;C4721444;0
4265;5663;C3151038;1
7044;7545;C0036341;0
6368;10939;C0751779;1
6487;6927;C1849699;0
1341;1717;C0004352;1
2551;2898;C3543867;0
4027;5327;C2676721;1
8002;171023;C0023487;1
3754;4437;C4721541;0
3571;4175;C0376358;0
7247;57003;C0343073;1
7033;54822;C0022650;1
4175;493753;C0007131;0
4790;6595;C0036341;1
855;1027;C1140680;1
5572;5922;C4707243;0
5472;7430;C0376358;1
3880;4624;C1833382;0
5149;7040;C0029459;1
1725;2274;C1856186;0
2689;3553;C0029458;1
3385;4524;C4048328;1
7796;90678;C1843183;1
6139;10019;C0038454;1
4009;4750;C0751884;0
7133;55532;C3665349;1
4317;51083;C0023467;0
6749;7157;C0024301;0
5138;5604;C1856934;0
5282;7157;C0001973;1
5251;57167;C0013366;0
5781;8604;C0003873;1
4352;5825;C4225390;1
2162;2672;C0752124;1
690;818;C4552072;1
6885;7341;C0002395;0
2202;2719;C2239176;1
4723;6513;C0279702;1
6079;6514;C0220704;0
4732;5428;C0235974;0
1426;207;C0043459;0
1432;207;C0006142;0
3590;4771;C0279702;1
8113;348180;C4748348;1
5771;6224;C0028754;0
1990;2316;C0220769;1
297;351;C3888308;1
2088;255928;C0235752;0
5375;7249;C1854465;1
7875;90678;C0152013;0
5820;6295;C2931822;0
1695;2260;C0175704;0
3106;3586;C0543541;0
5835;8831;C0004352;1
3422;4607;C0085298;1
7937;9215;C0004352;0
3645;4297;C0086648;0
7436;64170;C0009324;1
1144;183;C0796059;0
5753;8481;C1846175;1
3792;4524;C3463824;0
8131;9863;C3150738;0
363;1116;C0086647;0
6809;30009;C1859648;1
2244;26610;C0004352;0
7482;65109;C4707243;1
1485;1857;C4225164;1
4356;5828;C3553940;1
6841;7280;C3179349;0
6374;6774;C0345905;0
6177;10144;C0024117;1
1446;2072;C1861098;0
4706;54;C0152013;0
4646;5328;C0005411;0
6662;26040;C1292772;1
3619;4255;C0751781;0
3366;4524;C0013080;1
2759;3586;C0003873;1
5587;5925;C0271979;0
3274;4313;C1621958;1
6062;9820;C0279702;1
3438;4609;C0376358;1
4454;5173;C0003873;0
3018;3921;C0152013;1
4693;538;C0220769;0
5785;8642;C1842563;1
7155;55670;C1527231;1
5639;596;C3468041;0
1538;2131;C0028768;0
6211;6616;C0004114;0
7708;84168;C1865871;1
7465;64419;C0546264;1
1861;2196;C0279626;1
7632;80270;C2931067;1
4645;6337;C0032914;1
7166;55699;C2931891;1
2963;3845;C2931822;1
4940;55129;C0007959;0
6426;6834;C0022340;0
7897;130557;C0035334;1
984;1649;C0035334;0
4083;5395;C0346153;1
2619;29851;C0376329;0
2959;3845;C1527404;1
7027;7517;C0003873;0
2507;3209;C2239176;1
1033;1297;C4551479;1
2311;2876;C1449563;1
831;1019;C2239176;1
1431;207;C0009405;0
7530;79633;C1842563;1
8017;200424;C1510586;1
6972;54332;C0007959;1
6924;51626;C0024507;1
1264;1956;C4721952;0
3217;4282;C0038325;1
5051;6935;C0006142;1
2669;3482;C0276496;1
4950;55159;C0994516;0
4150;5498;C2936913;1
5126;55967;C1333991;0
454;116150;C1839564;0
2658;3043;C1857355;0
2802;324;C4707243;0
1905;23400;C0268621;0
6829;7273;C0752166;0
4840;6647;C0022650;1
4225;5605;C3501846;1
2185;2697;C4551486;1
1232;1545;C0028754;1
5978;64324;C0002395;0
6702;7133;C0079683;0
2346;27077;C3463824;0
595;1297;C0265334;0
1466;1816;C1263846;1
2377;2979;C0035334;1
1937;2263;C0152423;1
1617;2178;C1845987;0
7554;79728;C1333990;1
6233;6647;C0342573;0
2374;2969;C0023467;1
4918;5500;C1140680;0
3626;4810;C4049005;1
1752;2290;C0015625;0
1693;2260;C1840253;0
1615;2033;C4551859;1
4732;6514;C0011860;1
202;10466;C0023473;0
1081;1788;C0035334;0
3679;4313;C1848640;0
1942;23476;C1275081;0
7417;8214;C0085580;0
347;1107;C0006142;0
3934;5243;C0206686;1
8188;9997;C0023264;0
2064;2531;C0006142;0
1334;1674;C0006142;1
3969;5290;C0346153;1
3143;3651;C0004352;0
5567;7545;C0265535;1
654;1356;C0079661;0
8043;958;C0410174;0
6162;10083;C1848640;1
5879;6335;C0279702;0
5431;58;C1140680;0
561;672;C2676677;1
2588;3417;C0023487;1
6576;23476;C0270972;1
5715;60528;C0265234;0
7560;79731;C1850597;1
4351;5122;C2239176;0
1327;201163;C0023467;0
5522;5894;C0345905;0
5727;8314;C0376358;1
2534;2895;C1861098;0
2670;3482;C0376358;1
1153;1475;C2931822;1
3551;4723;C2931891;1
2019;2332;C3494522;1
1579;1959;C4721437;1
6183;6597;C0030421;0
6472;6925;C0162670;0
440;585;C0028754;1
4481;5176;C3496337;0
3165;3667;C4552079;0
1567;1956;C1168401;1
2409;3077;C0276496;1
6881;51204;C0023264;1
1428;207;C0001973;0
2981;3481;C1419610;0
3299;3815;C0432272;0
3630;4282;C0553580;0
4089;4851;C2931891;0
2899;3777;C3714844;1
4055;5346;C1720861;1
6949;51744;C0003873;1
453;593;C0268568;1
6245;10413;C0009402;1
7675;8558;C0036341;0
5452;581;C0079661;0
2112;2625;C0027819;1
117;10265;C0035344;0
6636;25861;C1846839;1
5789;6261;C1848172;0
7795;8863;C3276228;0
6640;7056;C0175702;0
335;387;C1744559;1
5689;8289;C0279628;1
8116;359948;C0009447;1
5794;6261;C1708349;0
4445;51684;C1848639;0
2986;3482;C0040028;0
5009;55624;C0006142;0
647;773;C0752122;1
5043;6929;C1961102;1
5624;5959;C1856016;0
2798;324;C0393706;0
3117;3593;C0342384;0
1572;1956;C2713442;1
6519;6997;C3151784;0
7428;64131;C1867450;1
7481;65062;C3280766;1
6344;10785;C0342573;1
5063;6938;C4551902;1
4488;6016;C0684249;1
3486;4036;C1961102;0
7367;59341;C0013366;1
2594;2911;C0024408;0
2298;2815;C2713537;1
6778;7169;C0032914;0
3691;4318;C3151433;0
3899;4629;C0011860;0
6318;672;C0220704;0
2320;2895;C0752120;1
5897;9095;C0001973;1
7674;85478;C1850362;0
7111;783;C1140680;0
6746;7157;C0796033;0
2392;3043;C0700299;1
6591;7040;C2936913;0
6322;10716;C0004352;1
2632;29980;C4225298;0
1735;2100;C0376358;1
4733;5428;C0376358;0
2122;25788;C3280100;0
3408;4582;C1708349;1
8072;284439;C0162670;1
3563;4729;C0036341;1
4523;5243;C0206368;0
4295;50964;C0030421;0
726;1419;C0543859;0
7647;80781;C4707243;1
8115;9821;C0265219;0
5611;8013;C0087031;1
2581;291;C0752125;0
5795;8660;C0011860;1
3284;3791;C0009402;0
5604;59341;C3495488;0
7930;9187;C0270959;0
7468;8291;C0023264;0
7510;79147;C0410174;1
6694;7132;C0006142;0
5994;9568;C0035372;1
1422;1788;C0023487;1
1851;2321;C0004903;0
1174;1859;C0036391;0
1878;23345;C0270912;0
778;899;C2239176;1
6423;6834;C0028754;0
4975;55280;C0085131;0
2739;3569;C0206698;1
5597;59341;C0004763;0
5174;5621;C1850600;0
7253;57096;C0035334;1
1302;199857;C0376358;0
388;11235;C0206686;0
7576;79809;C0024507;1
4133;488;C0005684;0
5465;7421;C0376358;1
7852;116442;C1846038;1
6094;9935;C0751083;1
837;1021;C0038454;1
7870;123016;C0035334;1
6791;29893;C3280471;1
7216;55967;C2931891;1
7662;81624;C1836743;1
4714;540;C2239176;0
2867;336;C0476089;0
2817;3659;C0038454;1
4203;501;C0887850;0
1320;2006;C2748542;0
5717;8314;C0025286;1
6136;6569;C4721845;0
4315;51083;C3541456;0
7551;84100;C1961835;0
612;1301;C1449843;0
6930;51715;C0238198;1
1707;2077;C0265535;1
1163;1836;C1510460;0
7455;64324;C0023467;1
4536;6204;C1260899;1
7130;7852;C0345967;0
2096;2582;C0268151;1
6476;23043;C0087031;1
1663;2064;C0279702;1
7907;136647;C1866504;1
5687;6016;C2239176;0
6433;6855;C4551971;0
7907;9152;C3280790;0
5213;56616;C0036920;0
5649;5970;C2931822;0
3789;4524;C3160718;0
6359;6770;C0032914;0
1168;1848;C1846545;0
8023;9496;C0206624;0
2704;3557;C0038454;1
236;324;C0036341;1
5390;5771;C4479637;0
1090;1371;C0162566;1
5395;7291;C0010278;1
5025;6916;C0376358;1
1481;2099;C4551720;0
5925;9215;C0345904;1
3875;5160;C1708349;1
4271;5718;C4479599;1
4047;4803;C0010417;0
6302;6714;C3808988;0
6630;25828;C0080178;1
2041;2475;C1140680;1
1370;2052;C0009402;0
2862;3356;C1720862;0
7970;9326;C0004352;0
2948;3845;C0175704;1
6621;7048;C0032339;0
7219;79731;C0023467;0
206;10472;C1868675;0
3692;4868;C1853124;1
6363;6774;C1863924;0
7245;79823;C0007131;0
810;975;C3150741;1
5337;7170;C0410203;1
5646;8195;C0028754;1
4351;5825;C0043459;1
7148;790;C1834207;0
6235;10397;C0004114;1
6165;10111;C0346153;1
3621;4803;C0345967;1
5111;7020;C0265234;1
7817;92335;C0751291;1
5154;5604;C3541456;0
2413;3077;C3463824;1
6861;51085;C0175702;1
5619;595;C0036920;0
5168;7046;C0009402;1
3064;3991;C1720859;1
4378;5888;C3281089;1
2619;3458;C0345967;1
2838;3690;C0036341;1
7910;916;C0028754;0
7467;8291;C0036341;0
5283;7157;C0002736;1
3683;4313;C3280479;0
723;847;C3837958;1
1511;1908;C0019569;1
4108;5443;C0037769;1
1281;1956;C4707243;0
7340;80821;C0004352;0
1492;2100;C0002893;0
3674;4853;C1961102;1
1095;1376;C3280160;1
1074;1355;C0268237;1
6598;7040;C0087031;0
4347;51204;C0001973;0
3224;4287;C0024408;1
7287;80169;C1510586;0
28;10019;C1112155;0
3717;4353;C2931822;0
7794;8863;C0025286;0
676;790;C0005283;1
3133;3630;C1263846;0
7459;64359;C0009402;1
5789;8643;C3179349;1
719;847;C0022650;1
1517;1909;C0242387;1
5821;6295;C4539824;0
6601;23594;C0152423;1
601;1297;C0036341;0
1697;2260;C3280168;0
5291;5728;C0002395;0
1575;2153;C1842839;0
5139;7039;C0376358;1
7864;90;C0265535;0
3466;4015;C0003076;0
4606;5308;C0279702;0
7387;60468;C0023467;1
4272;5083;C0009324;0
5239;57003;C0015625;0
1475;1832;C1858302;1
2250;2668;C0235974;0
1012;1719;C0339573;0
2844;3329;C4310644;0
3887;4625;C0279626;0
7442;64218;C1333990;1
5766;8547;C2239176;1
838;1499;C0035334;0
769;894;C0220697;1
5525;5894;C0036341;0
2978;3854;C1706595;1
5581;5925;C4551623;0
343;410;C0751276;1
8182;9990;C2239176;0
6283;10568;C0007131;1
572;673;C0036920;1
7925;144245;C3150943;1
3783;4524;C0344490;0
2610;2936;C0011860;0
2178;26047;C1854465;0
5732;8320;C0005684;1
4967;6804;C0036341;1
4048;5339;C1856934;1
6708;26585;C0032580;1
6775;28982;C0035334;1
7127;7852;C1708349;0
8030;203286;C0887850;1
2568;2906;C4479517;0
3213;3728;C0154832;0
2;100;C1419614;0
519;124093;C0751122;0
998;1687;C1863600;0
5435;7372;C1708349;1
4053;5346;C1720859;1
7600;84628;C0376358;0
7585;79853;C3809483;1
1456;1813;C1263846;1
2798;3630;C0276496;1
7269;79977;C2239176;0
8111;346007;C0035334;1
7427;8216;C0007131;0
463;117144;C0345967;0
1593;2162;C1449563;0
5294;7157;C0206698;1
5815;6295;C0432272;0
7697;83999;C0036341;1
876;1053;C1961102;1
4758;5443;C2931395;0
3768;4486;C1850600;0
6910;51567;C0752120;1
3623;4803;C1868675;1
3276;4313;C2931822;1
5912;6391;C1333990;0
2386;27241;C0238198;0
3887;5173;C0001973;1
7616;80169;C0265219;1
1849;23209;C1449563;0
7148;55636;C1563720;1
5949;9373;C0036341;1
5791;6261;C0019202;0
2789;3617;C0339510;1
7177;55750;C0268164;1
6733;7157;C2748542;0
8029;203286;C0085413;1
4343;5795;C1333991;1
4334;51129;C0376358;0
5966;9445;C0038454;1
6427;11315;C1868675;1
6648;25970;C0028754;1
2078;2560;C0001973;1
5786;8643;C0025149;1
5186;5630;C0020479;0
7926;144568;C0175704;1
1266;1956;C2936862;0
7501;79053;C4551631;1
2565;2904;C0752123;0
399;540;C0345904;1
3182;368;C3203102;0
2800;3630;C0524620;1
769;1471;C0796113;0
4475;51750;C0751285;0
5874;8928;C0039685;1
2595;3417;C2239176;1
6378;6774;C4479637;0
4730;5426;C0751291;0
5320;57410;C1168401;0
6114;9971;C0010346;1
7868;122553;C4693390;1
4987;55505;C3203102;0
5372;57572;C0751157;0
132;1027;C1859566;0
7523;8379;C0006142;0
3150;4128;C0036341;1
6960;7439;C0752121;0
5721;60675;C1862941;0
6002;9607;C0028754;1
1596;2010;C1450051;1
5987;64374;C0752121;0
2706;3557;C0376358;1
1637;2189;C3147083;0
675;137392;C1862939;0
4505;5224;C0035334;0
2785;3236;C4722327;0
2326;2896;C0036341;1
5010;6890;C0376358;1
7730;867;C4551952;0
1699;2074;C0265201;1
44;60;C0036341;1
143;1028;C4048328;0
2282;2673;C0035334;0
6753;27232;C0268621;1
205;10472;C4721509;0
5905;6389;C2750791;0
1040;1758;C4539824;0
3895;5189;C3550234;1
4363;5832;C0152013;1
981;1280;C0008479;1
5556;7518;C0342573;1
8162;9968;C4721532;0
5660;5979;C0028326;0
439;583;C2936862;1
3002;3909;C0079301;1
7581;84433;C0036341;0
4329;5781;C1527404;1
7322;80347;C0265251;0
3992;4728;C0549463;0
2007;2321;C0432272;1
7400;60506;C1848172;1
5777;6231;C0004352;0
4821;5468;C0279626;0
6706;7137;C2748542;0
4671;5358;C1861098;0
2556;3295;C0282528;1
2376;2720;C4041558;0
7605;84662;C0750929;0
597;1297;C1333991;0
5451;7403;C0026764;1
7869;90411;C0011860;0
2016;2332;C0085215;1
4949;6785;C1838644;1
8132;9863;C0038454;0
6537;23394;C0004352;1
2396;2735;C1333990;0
7005;54714;C0155016;1
50;71;C0009363;1
4719;54112;C0009324;0
2668;3482;C0235833;1
5370;7249;C0037769;1
1419;2067;C1140680;0
4808;54583;C4748540;0
4703;6495;C1854594;1
7540;79718;C0005684;1
7757;84876;C1834558;1
6497;6935;C0238198;0
4533;6201;C0006142;1
2555;3295;C0282525;1
4394;51501;C0009402;0
1151;1832;C3837958;0
1503;2109;C1861689;0
546;1278;C0002395;0
1795;2147;C0276496;1
7422;64072;C1568247;1
2961;3845;C1843181;1
4800;6597;C1112155;1
1811;2158;C0345967;1
4080;5395;C0009402;1
3085;3572;C1333990;0
4386;5889;C3463824;1
5344;7189;C0003873;1
1482;1848;C0342384;1
5577;5925;C4552079;0
5870;8915;C4721532;1
6643;25939;C3489725;1
2309;2876;C0029459;1
4568;5290;C2749604;0
2886;3763;C0001973;1
6932;7403;C0796117;0
4590;5290;C0403445;0
5811;627;C0006142;0
2647;3028;C0006142;0
245;1063;C3179349;0
2316;2892;C0796250;1
6212;6616;C0009405;0
4858;54805;C0010346;0
545;658;C2930970;1
4077;4846;C0001973;0
1550;1956;C0011860;1
4199;5000;C0038454;0
7985;9378;C0085215;0
1337;1678;C1839564;1
947;161497;C4048809;0
7761;8763;C0265275;0
2043;2475;C4539896;0
4672;6391;C0031511;1
7438;8243;C1848172;0
691;1387;C1708349;0
865;1513;C1843015;0
3689;4318;C0038454;0
5804;8676;C1863728;1
366;472;C0346153;1
2388;3035;C0279702;1
4652;53335;C0005396;0
4591;5293;C1333991;0
7503;79068;C0001973;1
344;410;C0751278;1
1239;191;C0235833;0
8040;223117;C0036341;1
1462;208;C0345904;0
3099;4053;C0024796;1
6632;7054;C1848199;0
1853;2322;C1863728;0
1827;2316;C0279702;0
7698;861;C0949658;0
2709;3097;C1836485;0
5858;8913;C0752121;1
4766;5443;C3714506;0
4286;5728;C0175704;1
6074;9839;C3501844;1
399;112752;C1708349;0
3941;4704;C0005684;0
7496;78989;C0022283;1
7334;57697;C0265219;1
796;940;C0003873;1
3401;4548;C1866558;1
3854;4609;C0040517;0
4478;5176;C1857761;0
7224;56270;C4693816;1
3678;4854;C0038454;1
4191;4982;C0543859;0
2788;3239;C0235833;0
2967;3480;C0376358;0
2239;2760;C0039373;1
4486;5190;C0238198;0
3413;3952;C1140680;0
1700;2260;C0028754;0
5910;9150;C1858726;1
2118;2629;C0752347;1
7719;865;C0011854;0
2799;324;C3495587;0
6927;51684;C0025149;1
8181;100131801;C1850597;1
215;10519;C2931787;0
800;958;C0028754;1
1048;1301;C4551479;1
2227;2643;C4316899;0
4302;51008;C1862941;0
7880;9096;C0035334;0
7622;847;C0025149;0
581;1287;C0376358;0
2459;2784;C0235833;0
3995;4729;C1840646;0
574;1286;C1140680;0
6656;7099;C0752121;0
7500;79053;C0158683;1
1719;2263;C0376358;0
1239;1548;C0009402;1
5526;7490;C1840452;1
1467;1816;C4692845;1
1806;2153;C3280670;1
6130;6556;C2675897;0
1029;1297;C0432272;1
5443;7390;C2718078;1
533;650;C1708349;1
4267;5664;C0036341;1
7949;147372;C2239176;1
3086;3572;C0007131;0
1006;171023;C0087031;0
7569;79784;C0376358;1
3486;4647;C1848640;1
7393;81794;C4284790;0
6847;51008;C4225176;1
2662;3481;C0345904;1
4313;5770;C0019829;1
7727;84433;C0036920;1
1038;1298;C4707243;1
7308;80204;C0024305;0
6822;7249;C2931689;0
4944;55129;C0033300;0
6362;6774;C4552092;0
2749;3569;C2239176;1
2579;29089;C1961102;0
401;540;C1140680;1
3435;4609;C0085413;1
2501;3190;C0006142;1
6268;10519;C4748876;1
2746;3159;C3277671;0
6371;6774;C4317124;0
1409;2065;C0006413;0
1903;2254;C0007131;1
6969;54209;C0338451;1
5844;6311;C0948008;0
5199;5649;C0009324;0
1316;1636;C1961835;1
3692;4318;C1333990;0
1176;186;C0087031;0
2987;3482;C0038454;0
5744;8438;C0079770;1
7887;91137;C3551915;0
6858;51083;C0019569;1
757;146057;C3150943;0
5827;8803;C0028754;1
2351;2911;C0752121;1
3012;3914;C4011403;1
7795;90678;C0751036;1
1634;2188;C1449563;0
1219;1513;C1621958;1
3424;3953;C0344490;0
3067;4000;C0085298;1
2263;2670;C0006142;0
7815;91949;C2931010;1
6228;6647;C0476089;0
2038;2475;C0265357;0
465;595;C0019562;1
5204;5657;C0011854;0
5119;7036;C0005283;1
1880;2212;C0024141;1
1085;1356;C0036341;1
1461;1814;C0040517;1
5125;7037;C0006142;1
1127;1421;C1858679;1
472;595;C1168401;1
1932;2263;C0010278;1
963;163183;C0752124;0
38;58;C4551952;1
2516;2876;C0036341;0
6740;27089;C1850597;1
2899;3418;C0162674;0
946;1200;C0022797;1
4999;6870;C0001973;1
6469;6925;C3151201;0
734;857;C1969343;1
5985;9516;C0376358;1
3908;4647;C0282160;0
436;1145;C0238198;0
3110;4072;C0346153;1
7690;8573;C1708349;0
1609;2033;C0152013;1
4;2;C2239176;1
2028;2348;C0152426;1
1159;1836;C0346153;0
1640;2052;C2936783;1
2614;2956;C0011854;0
5916;6391;C1839735;0
3018;355;C0752120;0
5357;57539;C0006142;0
5178;7048;C4552100;1
368;11178;C1449563;0
6577;23476;C0376358;1
274;338;C0745103;1
5454;581;C0432272;0
4963;6794;C0007131;1
6553;7020;C0004352;0
7659;85365;C0037769;0
708;845;C1631597;1
717;847;C0011854;1
3995;5308;C0038454;1
6749;27152;C4693640;1
1412;2067;C1869115;0
3252;3767;C0030421;0
5702;8295;C0036341;1
4595;6311;C0543859;1
4238;5054;C2676271;0
1137;1822;C3495483;0
1172;1857;C2239176;0
6015;9693;C0751122;1
1616;2034;C0030421;1
645;1352;C0087031;0
5172;5621;C2239176;0
3370;4524;C0036341;1
2501;285025;C0029463;0
2046;2488;C0001973;1
4416;5158;C1531647;0
311;356;C1449563;1
2465;3123;C0036341;1
5948;9364;C3809299;1
2101;2562;C4310776;0
7977;93589;C4722327;0
4269;5664;C1449563;1
435;1145;C0009402;0
3813;5080;C0004352;1
5314;5741;C4707243;0
1000;169792;C1140680;0
8167;9969;C3151218;0
7406;60529;C0030044;1
2416;3081;C2931645;1
6391;6786;C0279702;0
1731;2100;C0006142;1
5433;7372;C0271979;1
1513;2110;C0268237;0
5068;6948;C0376358;1
7969;9325;C0346153;0
2385;3028;C0152013;1
4233;5621;C0751779;1
792;930;C3150738;1
3168;367;C0006142;0
3697;4318;C0023467;0
6556;23424;C3151304;1
6975;7453;C0376358;0
6770;27429;C1868675;1
5446;581;C0087031;0
6008;64780;C0751291;0
2605;3420;C0035334;1
1799;2147;C3280672;1
3055;356;C0035334;0
5938;641;C0001973;0
2452;3119;C0036341;1
2807;3248;C0009324;0
7241;79809;C2752041;0
1786;2146;C3463824;1
5050;55733;C0003873;0
2470;3149;C0005684;1
4774;6578;C0009402;1
5598;59341;C0036341;0
8006;9445;C4014454;0
4460;5972;C0029456;1
6346;675;C4551824;0
4808;6598;C0206743;1
2582;291;C0085580;0
1130;1436;C1858991;1
311;1080;C0036920;0
7204;55851;C3151037;1
2590;3417;C0345905;1
3847;5145;C0035334;1
390;11235;C0345904;0
4627;6329;C0751883;1
4756;5443;C0017920;0
5637;8092;C1876203;1
653;1356;C1708349;0
2847;3329;C2239176;0
960;1235;C0009324;1
6606;7042;C0035334;0
1583;2155;C2931891;0
5294;5728;C0751362;0
7339;80781;C0025237;0
6486;6927;C1968689;0
6258;6655;C0004352;0
2072;254065;C4721541;0
4016;5321;C0004352;1
6127;10000;C4012727;1
1005;171023;C0011860;0
2278;2784;C4041558;1
3211;4255;C1621958;1
7791;90678;C0007959;1
659;778;C1845407;1
2787;3236;C2675767;0
5063;55764;C3550693;0
303;355;C0023467;1
6687;7124;C0543859;0
4245;5648;C0796059;1
2295;2815;C1319466;1
7566;79776;C1867438;1
5182;7051;C0020758;1
3793;4524;C0154832;0
825;1495;C4310710;0
377;11200;C1863600;0
3142;3643;C0005684;0
3173;4173;C0342482;1
6226;10370;C0018818;1
1671;2253;C0020480;0
5275;7148;C0279626;1
1143;183;C2239176;0
6357;6770;C2239176;0
7054;54902;C1850598;1
794;147912;C0752124;0
2308;2876;C0029456;1
105;174;C0006142;1
2768;3586;C0036341;1
6172;10128;C1850597;1
6957;53335;C0750927;1
6626;7050;C0003873;0
4082;5395;C0025149;1
92;1021;C3463824;0
6867;7297;C0949658;0
4150;4893;C0028754;0
4201;5594;C1140680;1
2136;2661;C0085215;1
1003;1282;C4707243;1
443;590;C0006142;1
1419;1788;C0006142;1
4047;5336;C4551895;1
8138;392255;C0344490;1
4385;51475;C0206368;0
987;166379;C0042170;0
6073;6513;C0149925;0
6763;27241;C0265535;1
1640;2189;C0019025;0
6064;9821;C0036341;1
5075;7007;C1863655;1
7700;84100;C0028754;1
1255;1577;C0036341;1
5478;5830;C0279702;0
4388;5148;C4225235;0
6618;7048;C1708349;0
820;999;C0476089;1
6527;7015;C4707243;0
6477;6926;C0206624;0
5818;6295;C0005859;0
6101;9948;C0029456;1
3226;4292;C0152013;1
1269;1588;C0006142;1
1814;2162;C0042487;1
5132;7037;C0271979;1
8048;9607;C0476089;0
4028;5328;C0002395;1
2945;3845;C0041409;1
1220;1528;C0028754;1
3378;3908;C1850600;0
5187;5630;C1140680;0
902;1557;C0006142;0
7179;55755;C1858108;1
1680;2067;C0152013;1
3955;4719;C1449563;0
3109;4072;C0009405;1
7300;80184;C4551986;0
3038;3553;C1836485;0
2561;3315;C0023467;1
445;590;C0028754;1
7919;916;C1720863;0
5083;55800;C0008924;0
3874;5160;C0751597;1
7906;135935;C0085215;1
3454;4615;C1835192;1
6751;7157;C0032897;0
6718;7139;C0342735;0
3415;4595;C0032580;1
7319;80326;C0751781;0
923;1141;C0002395;1
3629;4282;C0039685;0
7580;79823;C0162670;1
7301;57492;C3281201;1
5310;7157;C1847319;1
1063;1778;C0024305;0
4053;4810;C1845168;0
2952;3845;C0334082;1
679;790;C0271979;1
4061;4842;C1850600;0
2993;3483;C0011860;0
3064;3561;C0009402;0
2190;2705;C0279702;1
5613;8021;C1961102;1
5674;8243;C0270972;1
5592;593;C1708349;0
1703;2074;C3551173;1
1522;2120;C4540040;0
1621;2048;C0014474;1
2653;3481;C0004903;1
5933;6399;C0796117;0
6021;9711;C0752122;1
2163;25978;C0027708;0
1342;203286;C0376358;0
5685;8289;C0027819;1
6587;7039;C4721444;0
820;1495;C4721952;0
127;1027;C0270912;0
7416;63924;C1720859;1
814;149233;C1850597;0
5580;5925;C0265535;0
2960;3845;C1708349;1
1396;1776;C0003873;1
2018;241;C0004114;0
1677;2253;C3463824;0
7060;760;C1961102;0
4714;6506;C0002736;1
1535;213;C0085215;0
2736;3123;C0752120;0
7806;91147;C0009714;1
7196;55800;C2748542;1
6406;6792;C0001973;0
2569;2906;C2239176;0
3063;3990;C1704417;1
7034;54840;C1853761;1
3435;3973;C0001973;0
4453;5970;C0008312;1
1214;1509;C2239176;1
351;427;C0036341;1
5225;567;C1609433;0
1629;2052;C0024306;1
3253;4311;C0409818;1
3445;3990;C2239176;0
6185;6597;C0242387;0
4131;5447;C2936791;1
2397;3048;C0376358;1
1987;2316;C0006142;1
4630;6329;C2750473;1
888;1080;C0085548;1
2721;3117;C0005684;0
4759;6548;C0004763;1
1103;1806;C1968843;0
231;308;C3280674;1
4665;53405;C0007131;0
2572;3339;C3541456;1
6521;23288;C4539976;1
7469;64446;C4551720;1
2492;2820;C0019829;0
2737;3123;C0268393;0
4686;5376;C4707243;0
3678;4313;C0036391;0
7299;80184;C0002395;0
7508;83538;C0004352;0
6275;6662;C1260899;0
887;1080;C0009402;1
3173;3670;C3809369;0
3020;3939;C0152013;1
5191;7054;C1851920;1
1017;1723;C4012050;0
7412;8204;C0345905;0
4431;5160;C0004352;0
8081;973;C0007131;0
252;324;C4552100;1
1305;199857;C4281559;0
2122;2632;C1449563;1
3784;4524;C2931822;0
3396;4548;C0006142;1
4791;54499;C0795907;0
7100;781;C0376358;0
5213;7097;C0036341;1
5852;8912;C0002875;1
2544;2896;C0039373;0
1910;2260;C0004114;1
4368;51322;C0079770;0
3915;4669;C0004114;0
5894;6347;C1450051;0
4058;5351;C4707243;1
6669;26047;C1970431;1
7739;84628;C0036341;1
530;125336;C3540844;0
6555;7020;C0004943;0
812;990;C2239176;1
3072;4001;C0152013;1
5442;7385;C0028754;1
4662;6347;C0524620;1
6164;10087;C0007131;1
7438;64175;C1970458;1
