Nr;Entity A;Entity B;Label
9265;79053;C0376358;0
9266;3845;C0587248;1
9267;9526;C4317224;1
9268;4846;C0403825;1
9269;23512;C1621958;1
9270;123016;C0265275;0
9271;3845;C0206698;1
9272;8671;C1704380;1
9273;57492;C0020608;0
9274;3791;C3501843;0
9275;3329;C0152423;0
9276;120892;C1868675;1
9277;5295;C0006413;1
9278;8915;C1336708;1
9279;51098;C0238198;1
9280;57492;C0752125;0
9281;2065;C3501846;0
9282;545;C4551474;1
9283;7169;C4551952;1
9284;6774;C0085215;0
9285;1938;C0279702;1
9286;10243;C1835614;1
9287;6331;C1142166;1
9288;4282;C3463992;0
9289;2200;C4707243;1
9290;5328;C4721509;1
9291;79147;C4284790;1
9292;3313;C0279702;1
9293;4598;C0751597;0
9294;3918;C0221356;0
9295;144568;C0011854;0
9296;7474;C0733682;0
9297;2673;C0751883;1
9298;5376;C0917800;1
9299;6768;C0029459;0
9300;56776;C0279702;1
9301;857;C0038325;1
9302;158326;C0024306;0
9303;7374;C0006142;0
9304;8301;C0276496;1
9305;208;C1720859;1
9306;673;C2239176;1
9307;894;C3495587;0
9308;57731;C1853099;0
9309;2911;C0036341;1
9310;9759;C0036341;1
9311;2066;C0036341;1
9312;26580;C0013366;0
9313;9227;C0917796;1
9314;81704;C1866070;0
9315;3122;C0001973;1
9316;2811;C0086647;0
9317;1591;C4310473;1
9318;2266;C1708349;1
9319;6497;C0152426;1
9320;2475;C0752120;0
9321;3356;C0028768;1
9322;3872;C3495587;0
9323;79621;C0752122;0
9324;10891;C2931673;1
9325;629;C3809950;1
9326;2736;C3463824;0
9327;5663;C0009405;0
9328;3612;C4310619;1
9329;7482;C0038454;1
9330;4308;C3495587;1
9331;1027;C0023473;0
9332;57167;C0007131;0
9333;5274;C0751779;1
9334;207;C3810265;0
9335;4311;C0023264;0
9336;6888;C1621958;0
9337;55687;C0162635;0
9338;477;C0238358;1
9339;4359;C1140680;0
9340;81622;C0005684;0
9341;6622;C0345967;0
9342;9526;C0684249;0
9343;9152;C4551954;1
9344;8912;C1275081;0
9345;6657;C1835895;1
9346;4519;C2930970;0
9347;4054;C0026267;1
9348;3674;C0087031;1
9349;23064;C4722330;0
9350;5378;C0476089;1
9351;3557;C2752089;0
9352;1471;C0038454;1
9353;604;C1563720;0
9354;3661;C0019385;1
9355;4524;C1419610;0
9356;348;C0001973;1
9357;2253;C0878682;0
9358;1814;C0038454;0
9359;3481;C0175693;1
9360;1387;C0011860;0
9361;203228;C0543859;1
9362;1565;C0002395;1
9363;3479;C0175707;0
9364;2736;C0751161;0
9365;7037;C0019025;1
9366;134218;C3810350;1
9367;999;C0005684;1
9368;5630;C1862941;1
9369;6622;C0001973;1
9370;112609;C3179349;0
9371;2334;C4551479;0
9372;8660;C0751036;0
9373;1890;C2751306;0
9374;1947;C0030044;1
9375;4153;C0078917;0
9376;7015;C0010278;0
9377;55163;C0007131;0
9378;5621;C4551804;0
9379;2067;C0043346;1
9380;11041;C4284790;1
9381;1636;C0036341;1
9382;89780;C0376358;0
9383;8085;C0024301;1
9384;259266;C0085215;0
9385;7424;C1840391;0
9386;7157;C0345905;1
9387;23040;C0036341;1
9388;5630;C1862939;1
9389;91137;C0270911;1
9390;3480;C0206686;1
9391;9401;C0345905;0
9392;4000;C0035372;0
9393;7097;C0345905;0
9394;10483;C2931822;0
9395;84153;C3554446;0
9396;90678;C0270911;1
9397;4088;C0019202;0
9398;3119;C0003873;0
9399;5296;C0393584;0
9400;27030;C0009405;1
9401;3745;C4722327;0
9402;2916;C1848172;1
9403;2703;C0036341;1
9404;2;C0276496;1
9405;2895;C0751396;0
9406;8481;C0087031;0
9407;26249;C1449842;1
9408;1536;C0009363;0
9409;5015;C0152423;1
9410;668;C0009402;1
9411;5236;C0699791;0
9412;4091;C4707243;1
9413;3845;C3160718;0
9414;2056;C3463824;1
9415;2542;C0017920;1
9416;3952;C0008924;0
9417;760;C0340485;0
9418;3265;C0345904;1
9419;4437;C4722327;0
9420;79728;C0015625;1
9421;55572;C3808800;0
9422;65018;C0027819;1
9423;5052;C0279626;1
9424;4913;C0032580;1
9425;2876;C1840253;0
9426;5328;C1851101;0
9427;70;C4551624;0
9428;1021;C0036341;0
9429;668;C0037221;0
9430;2099;C0027819;1
9431;7428;C4551902;0
9432;125;C0007785;1
9433;5251;C3536983;1
9434;5054;C0345904;1
9435;10736;C1862941;1
9436;8560;C3553247;0
9437;10765;C0004352;1
9438;894;C1140680;1
9439;64419;C0410207;1
9440;27249;C1802395;0
9441;7414;C0029459;1
9442;55081;C0276496;0
9443;3756;C0008924;0
9444;3107;C0038325;1
9445;4023;C1704417;1
9446;389549;C0342384;1
9447;5290;C1968603;0
9448;7099;C2239176;1
9449;31;C0268603;1
9450;79809;C2749561;0
9451;8878;C0543859;1
9452;139411;C3541456;0
9453;2934;C2751493;1
9454;51621;C2677613;1
9455;23474;C2239176;0
9456;23250;C4721508;1
9457;3952;C0524620;1
9458;6927;C0279702;1
9459;80144;C0155299;0
9460;6844;C4225275;1
9461;6556;C0027819;0
9462;3782;C3888212;0
9463;1482;C1720861;0
9464;3764;C4048328;0
9465;6010;C1148551;0
9466;8462;C4048328;0
9467;80169;C0154832;1
9468;84818;C4225324;1
9469;6016;C0752120;0
9470;10743;C0751291;0
9471;55036;C1510489;0
9472;5728;C0345905;1
9473;2702;C1850600;0
9474;3047;C0006142;0
9475;2099;C1140680;1
9476;79983;C0009081;0
9477;5149;C0155016;1
9478;5605;C0175704;1
9479;4487;C0011860;0
9480;2131;C0152423;0
9481;26047;C0036341;1
9482;6790;C0003873;0
9483;4851;C1621958;1
9484;5116;C0036341;1
9485;4053;C1333990;0
9486;3973;C0020072;0
9487;2562;C0345967;0
9488;1789;C0752124;0
9489;4929;C0001973;1
9490;1889;C0268281;0
9491;57817;C4041558;0
9492;4311;C0752122;1
9493;5604;C0175704;1
9494;10661;C4552079;0
9495;3265;C0349639;0
9496;5824;C0009402;0
9497;1759;C3553582;0
9498;64094;C3714506;0
9499;1636;C0376358;1
9500;1280;C0432272;1
9501;2690;C0004352;1
9502;6389;C0032897;0
9503;4853;C0005684;1
9504;10111;C0001973;0
9505;2811;C1847711;1
9506;9496;C3203102;1
9507;51259;C1855675;1
9508;340061;C0002395;0
9509;80311;C4310818;1
9510;146057;C0149925;0
9511;1889;C0019569;1
9512;54894;C4551899;0
9513;23152;C0342573;0
9514;847;C0024796;1
9515;79574;C0376358;1
9516;8438;C0393598;0
9517;116369;C0015625;0
9518;2022;C4707243;1
9519;58495;C1852555;1
9520;5295;C1621958;1
9521;58484;C0268568;0
9522;7486;C0025286;1
9523;2064;C0008312;0
9524;10516;C1837187;1
9525;5621;C3809434;0
9526;7124;C1850600;0
9527;63035;C0035334;0
9528;5604;C0085580;0
9529;7249;C1846389;1
9530;57107;C0030044;0
9531;2050;C0457133;0
9532;6885;C4281559;1
9533;4054;C0001973;0
9534;6885;C0038454;0
9535;6591;C3501843;1
9536;1760;C2931689;1
9537;23780;C2239176;0
9538;4771;C0001973;0
9539;1956;C0009402;1
9540;91039;C0376358;0
9541;5158;C4041558;1
9542;1890;C1708349;1
9543;4846;C1852282;0
9544;3756;C0025286;0
9545;857;C0034960;0
9546;6591;C3554517;0
9547;27086;C1858679;0
9548;1108;C0036341;1
9549;1938;C2931822;0
9550;2784;C0085580;1
9551;240;C0152013;1
9552;55252;C0376358;0
9553;255758;C0271979;0
9554;545;C0376358;1
9555;6262;C0023487;0
9556;7474;C0036920;0
9557;1836;C0003873;0
9558;4318;C0007131;1
9559;4212;C1832950;1
9560;4175;C0268181;1
9561;26610;C1864827;0
9562;857;C1708349;1
9563;501;C1708349;1
9564;3848;C0022584;1
9565;6597;C0036341;0
9566;4359;C0279702;0
9567;10528;C0752121;1
9568;27232;C2239176;1
9569;2624;C0023467;1
9570;4297;C0086647;0
9571;3777;C4552070;1
9572;6505;C0024305;0
9573;8913;C0752122;1
9574;64218;C0036341;0
9575;708;C0006142;1
9576;2475;C0410174;0
9577;4692;C0004114;0
9578;4193;C0271979;0
9579;6335;C0432262;1
9580;6794;C0235974;1
9581;84062;C0005684;0
9582;6532;C0751254;0
9583;26503;C0001973;1
9584;781;C0009402;0
9585;2099;C0038454;0
9586;57379;C0040517;0
9587;8915;C2675767;0
9588;3860;C0023487;0
9589;1917;C0035334;0
9590;26005;C1510460;1
9591;3458;C1847319;0
9592;2623;C3463824;1
9593;3908;C4015388;0
9594;2187;C2931228;1
9595;2892;C1853926;0
9596;54538;C3553582;0
9597;27040;C1862939;1
9598;23327;C1848213;1
9599;7168;C0700053;1
9600;203228;C0020179;0
9601;1956;C1449563;1
9602;8913;C0011860;0
9603;92335;C0543541;0
9604;7051;C3536797;1
9605;5077;C3266898;1
9606;2050;C0006142;1
9607;5649;C0020179;1
9608;3043;C0376358;0
9609;5925;C0006142;1
9610;4780;C1852282;0
9611;778;C0006142;0
9612;4311;C0410190;0
9613;115908;C4721444;0
9614;5663;C3151038;1
9615;7545;C0036341;0
9616;10939;C0751779;1
9617;6927;C1849699;0
9618;1717;C0004352;1
9619;2898;C3543867;0
9620;5327;C2676721;1
9621;171023;C0023487;1
9622;4437;C4721541;0
9623;4175;C0376358;0
9624;57003;C0343073;1
9625;54822;C0022650;1
9626;493753;C0007131;0
9627;6595;C0036341;1
9628;1027;C1140680;1
9629;5922;C4707243;0
9630;7430;C0376358;1
9631;4624;C1833382;0
9632;7040;C0029459;1
9633;2274;C1856186;0
9634;3553;C0029458;1
9635;4524;C4048328;1
9636;90678;C1843183;1
9637;10019;C0038454;1
9638;4750;C0751884;0
9639;55532;C3665349;1
9640;51083;C0023467;0
9641;7157;C0024301;0
9642;5604;C1856934;0
9643;7157;C0001973;1
9644;57167;C0013366;0
9645;8604;C0003873;1
9646;5825;C4225390;1
9647;2672;C0752124;1
9648;818;C4552072;1
9649;7341;C0002395;0
9650;2719;C2239176;1
9651;6513;C0279702;1
9652;6514;C0220704;0
9653;5428;C0235974;0
9654;207;C0043459;0
9655;207;C0006142;0
9656;4771;C0279702;1
9657;348180;C4748348;1
9658;6224;C0028754;0
9659;2316;C0220769;1
9660;351;C3888308;1
9661;255928;C0235752;0
9662;7249;C1854465;1
9663;90678;C0152013;0
9664;6295;C2931822;0
9665;2260;C0175704;0
9666;3586;C0543541;0
9667;8831;C0004352;1
9668;4607;C0085298;1
9669;9215;C0004352;0
9670;4297;C0086648;0
9671;64170;C0009324;1
9672;183;C0796059;0
9673;8481;C1846175;1
9674;4524;C3463824;0
9675;9863;C3150738;0
9676;1116;C0086647;0
9677;30009;C1859648;1
9678;26610;C0004352;0
9679;65109;C4707243;1
9680;1857;C4225164;1
9681;5828;C3553940;1
9682;7280;C3179349;0
9683;6774;C0345905;0
9684;10144;C0024117;1
9685;2072;C1861098;0
9686;54;C0152013;0
9687;5328;C0005411;0
9688;26040;C1292772;1
9689;4255;C0751781;0
9690;4524;C0013080;1
9691;3586;C0003873;1
9692;5925;C0271979;0
9693;4313;C1621958;1
9694;9820;C0279702;1
9695;4609;C0376358;1
9696;5173;C0003873;0
9697;3921;C0152013;1
9698;538;C0220769;0
9699;8642;C1842563;1
9700;55670;C1527231;1
9701;596;C3468041;0
9702;2131;C0028768;0
9703;6616;C0004114;0
9704;84168;C1865871;1
9705;64419;C0546264;1
9706;2196;C0279626;1
9707;80270;C2931067;1
9708;6337;C0032914;1
9709;55699;C2931891;1
9710;3845;C2931822;1
9711;55129;C0007959;0
9712;6834;C0022340;0
9713;130557;C0035334;1
9714;1649;C0035334;0
9715;5395;C0346153;1
9716;29851;C0376329;0
9717;3845;C1527404;1
9718;7517;C0003873;0
9719;3209;C2239176;1
9720;1297;C4551479;1
9721;2876;C1449563;1
9722;1019;C2239176;1
9723;207;C0009405;0
9724;79633;C1842563;1
9725;200424;C1510586;1
9726;54332;C0007959;1
9727;51626;C0024507;1
9728;1956;C4721952;0
9729;4282;C0038325;1
9730;6935;C0006142;1
9731;3482;C0276496;1
9732;55159;C0994516;0
9733;5498;C2936913;1
9734;55967;C1333991;0
9735;116150;C1839564;0
9736;3043;C1857355;0
9737;324;C4707243;0
9738;23400;C0268621;0
9739;7273;C0752166;0
9740;6647;C0022650;1
9741;5605;C3501846;1
9742;2697;C4551486;1
9743;1545;C0028754;1
9744;64324;C0002395;0
9745;7133;C0079683;0
9746;27077;C3463824;0
9747;1297;C0265334;0
9748;1816;C1263846;1
9749;2979;C0035334;1
9750;2263;C0152423;1
9751;2178;C1845987;0
9752;79728;C1333990;1
9753;6647;C0342573;0
9754;2969;C0023467;1
9755;5500;C1140680;0
9756;4810;C4049005;1
9757;2290;C0015625;0
9758;2260;C1840253;0
9759;2033;C4551859;1
9760;6514;C0011860;1
9761;10466;C0023473;0
9762;1788;C0035334;0
9763;4313;C1848640;0
9764;23476;C1275081;0
9765;8214;C0085580;0
9766;1107;C0006142;0
9767;5243;C0206686;1
9768;9997;C0023264;0
9769;2531;C0006142;0
9770;1674;C0006142;1
9771;5290;C0346153;1
9772;3651;C0004352;0
9773;7545;C0265535;1
9774;1356;C0079661;0
9775;958;C0410174;0
9776;10083;C1848640;1
9777;6335;C0279702;0
9778;58;C1140680;0
9779;672;C2676677;1
9780;3417;C0023487;1
9781;23476;C0270972;1
9782;60528;C0265234;0
9783;79731;C1850597;1
9784;5122;C2239176;0
9785;201163;C0023467;0
9786;5894;C0345905;0
9787;8314;C0376358;1
9788;2895;C1861098;0
9789;3482;C0376358;1
9790;1475;C2931822;1
9791;4723;C2931891;1
9792;2332;C3494522;1
9793;1959;C4721437;1
9794;6597;C0030421;0
9795;6925;C0162670;0
9796;585;C0028754;1
9797;5176;C3496337;0
9798;3667;C4552079;0
9799;1956;C1168401;1
9800;3077;C0276496;1
9801;51204;C0023264;1
9802;207;C0001973;0
9803;3481;C1419610;0
9804;3815;C0432272;0
9805;4282;C0553580;0
9806;4851;C2931891;0
9807;3777;C3714844;1
9808;5346;C1720861;1
9809;51744;C0003873;1
9810;593;C0268568;1
9811;10413;C0009402;1
9812;8558;C0036341;0
9813;581;C0079661;0
9814;2625;C0027819;1
9815;10265;C0035344;0
9816;25861;C1846839;1
9817;6261;C1848172;0
9818;8863;C3276228;0
9819;7056;C0175702;0
9820;387;C1744559;1
9821;8289;C0279628;1
9822;359948;C0009447;1
9823;6261;C1708349;0
9824;51684;C1848639;0
9825;3482;C0040028;0
9826;55624;C0006142;0
9827;773;C0752122;1
9828;6929;C1961102;1
9829;5959;C1856016;0
9830;324;C0393706;0
9831;3593;C0342384;0
9832;1956;C2713442;1
9833;6997;C3151784;0
9834;64131;C1867450;1
9835;65062;C3280766;1
9836;10785;C0342573;1
9837;6938;C4551902;1
9838;6016;C0684249;1
9839;4036;C1961102;0
9840;59341;C0013366;1
9841;2911;C0024408;0
9842;2815;C2713537;1
9843;7169;C0032914;0
9844;4318;C3151433;0
9845;4629;C0011860;0
9846;672;C0220704;0
9847;2895;C0752120;1
9848;9095;C0001973;1
9849;85478;C1850362;0
9850;783;C1140680;0
9851;7157;C0796033;0
9852;3043;C0700299;1
9853;7040;C2936913;0
9854;10716;C0004352;1
9855;29980;C4225298;0
9856;2100;C0376358;1
9857;5428;C0376358;0
9858;25788;C3280100;0
9859;4582;C1708349;1
9860;284439;C0162670;1
9861;4729;C0036341;1
9862;5243;C0206368;0
9863;50964;C0030421;0
9864;1419;C0543859;0
9865;80781;C4707243;1
9866;9821;C0265219;0
9867;8013;C0087031;1
9868;291;C0752125;0
9869;8660;C0011860;1
9870;3791;C0009402;0
9871;59341;C3495488;0
9872;9187;C0270959;0
9873;8291;C0023264;0
9874;79147;C0410174;1
9875;7132;C0006142;0
9876;9568;C0035372;1
9877;1788;C0023487;1
9878;2321;C0004903;0
9879;1859;C0036391;0
9880;23345;C0270912;0
9881;899;C2239176;1
9882;6834;C0028754;0
9883;55280;C0085131;0
9884;3569;C0206698;1
9885;59341;C0004763;0
9886;5621;C1850600;0
9887;57096;C0035334;1
9888;199857;C0376358;0
9889;11235;C0206686;0
9890;79809;C0024507;1
9891;488;C0005684;0
9892;7421;C0376358;1
9893;116442;C1846038;1
9894;9935;C0751083;1
9895;1021;C0038454;1
9896;123016;C0035334;1
9897;29893;C3280471;1
9898;55967;C2931891;1
9899;81624;C1836743;1
9900;540;C2239176;0
9901;336;C0476089;0
9902;3659;C0038454;1
9903;501;C0887850;0
9904;2006;C2748542;0
9905;8314;C0025286;1
9906;6569;C4721845;0
9907;51083;C3541456;0
9908;84100;C1961835;0
9909;1301;C1449843;0
9910;51715;C0238198;1
9911;2077;C0265535;1
9912;1836;C1510460;0
9913;64324;C0023467;1
9914;6204;C1260899;1
9915;7852;C0345967;0
9916;2582;C0268151;1
9917;23043;C0087031;1
9918;2064;C0279702;1
9919;136647;C1866504;1
9920;6016;C2239176;0
9921;6855;C4551971;0
9922;9152;C3280790;0
9923;56616;C0036920;0
9924;5970;C2931822;0
9925;4524;C3160718;0
9926;6770;C0032914;0
9927;1848;C1846545;0
9928;9496;C0206624;0
9929;3557;C0038454;1
9930;324;C0036341;1
9931;5771;C4479637;0
9932;1371;C0162566;1
9933;7291;C0010278;1
9934;6916;C0376358;1
9935;2099;C4551720;0
9936;9215;C0345904;1
9937;5160;C1708349;1
9938;5718;C4479599;1
9939;4803;C0010417;0
9940;6714;C3808988;0
9941;25828;C0080178;1
9942;2475;C1140680;1
9943;2052;C0009402;0
9944;3356;C1720862;0
9945;9326;C0004352;0
9946;3845;C0175704;1
9947;7048;C0032339;0
9948;79731;C0023467;0
9949;10472;C1868675;0
9950;4868;C1853124;1
9951;6774;C1863924;0
9952;79823;C0007131;0
9953;975;C3150741;1
9954;7170;C0410203;1
9955;8195;C0028754;1
9956;5825;C0043459;1
9957;790;C1834207;0
9958;10397;C0004114;1
9959;10111;C0346153;1
9960;4803;C0345967;1
9961;7020;C0265234;1
9962;92335;C0751291;1
9963;5604;C3541456;0
9964;3077;C3463824;1
9965;51085;C0175702;1
9966;595;C0036920;0
9967;7046;C0009402;1
9968;3991;C1720859;1
9969;5888;C3281089;1
9970;3458;C0345967;1
9971;3690;C0036341;1
9972;916;C0028754;0
9973;8291;C0036341;0
9974;7157;C0002736;1
9975;4313;C3280479;0
9976;847;C3837958;1
9977;1908;C0019569;1
9978;5443;C0037769;1
9979;1956;C4707243;0
9980;80821;C0004352;0
9981;2100;C0002893;0
9982;4853;C1961102;1
9983;1376;C3280160;1
9984;1355;C0268237;1
9985;7040;C0087031;0
9986;51204;C0001973;0
9987;4287;C0024408;1
9988;80169;C1510586;0
9989;10019;C1112155;0
9990;4353;C2931822;0
9991;8863;C0025286;0
9992;790;C0005283;1
9993;3630;C1263846;0
9994;64359;C0009402;1
9995;8643;C3179349;1
9996;847;C0022650;1
9997;1909;C0242387;1
9998;6295;C4539824;0
9999;23594;C0152423;1
10000;1297;C0036341;0
10001;2260;C3280168;0
10002;5728;C0002395;0
10003;2153;C1842839;0
10004;7039;C0376358;1
10005;90;C0265535;0
10006;4015;C0003076;0
10007;5308;C0279702;0
10008;60468;C0023467;1
10009;5083;C0009324;0
10010;57003;C0015625;0
10011;1832;C1858302;1
10012;2668;C0235974;0
10013;1719;C0339573;0
10014;3329;C4310644;0
10015;4625;C0279626;0
10016;64218;C1333990;1
10017;8547;C2239176;1
10018;1499;C0035334;0
10019;894;C0220697;1
10020;5894;C0036341;0
10021;3854;C1706595;1
10022;5925;C4551623;0
10023;410;C0751276;1
10024;9990;C2239176;0
10025;10568;C0007131;1
10026;673;C0036920;1
10027;144245;C3150943;1
10028;4524;C0344490;0
10029;2936;C0011860;0
10030;26047;C1854465;0
10031;8320;C0005684;1
10032;6804;C0036341;1
10033;5339;C1856934;1
10034;26585;C0032580;1
10035;28982;C0035334;1
10036;7852;C1708349;0
10037;203286;C0887850;1
10038;2906;C4479517;0
10039;3728;C0154832;0
10040;100;C1419614;0
10041;124093;C0751122;0
10042;1687;C1863600;0
10043;7372;C1708349;1
10044;5346;C1720859;1
10045;84628;C0376358;0
10046;79853;C3809483;1
10047;1813;C1263846;1
10048;3630;C0276496;1
10049;79977;C2239176;0
10050;346007;C0035334;1
10051;8216;C0007131;0
10052;117144;C0345967;0
10053;2162;C1449563;0
10054;7157;C0206698;1
10055;6295;C0432272;0
10056;83999;C0036341;1
10057;1053;C1961102;1
10058;5443;C2931395;0
10059;4486;C1850600;0
10060;51567;C0752120;1
10061;4803;C1868675;1
10062;4313;C2931822;1
10063;6391;C1333990;0
10064;27241;C0238198;0
10065;5173;C0001973;1
10066;80169;C0265219;1
10067;23209;C1449563;0
10068;55636;C1563720;1
10069;9373;C0036341;1
10070;6261;C0019202;0
10071;3617;C0339510;1
10072;55750;C0268164;1
10073;7157;C2748542;0
10074;203286;C0085413;1
10075;5795;C1333991;1
10076;51129;C0376358;0
10077;9445;C0038454;1
10078;11315;C1868675;1
10079;25970;C0028754;1
10080;2560;C0001973;1
10081;8643;C0025149;1
10082;5630;C0020479;0
10083;144568;C0175704;1
10084;1956;C2936862;0
10085;79053;C4551631;1
10086;2904;C0752123;0
10087;540;C0345904;1
10088;368;C3203102;0
10089;3630;C0524620;1
10090;1471;C0796113;0
10091;51750;C0751285;0
10092;8928;C0039685;1
10093;3417;C2239176;1
10094;6774;C4479637;0
10095;5426;C0751291;0
10096;57410;C1168401;0
10097;9971;C0010346;1
10098;122553;C4693390;1
10099;55505;C3203102;0
10100;57572;C0751157;0
10101;1027;C1859566;0
10102;8379;C0006142;0
10103;4128;C0036341;1
10104;7439;C0752121;0
10105;60675;C1862941;0
10106;9607;C0028754;1
10107;2010;C1450051;1
10108;64374;C0752121;0
10109;3557;C0376358;1
10110;2189;C3147083;0
10111;137392;C1862939;0
10112;5224;C0035334;0
10113;3236;C4722327;0
10114;2896;C0036341;1
10115;6890;C0376358;1
10116;867;C4551952;0
10117;2074;C0265201;1
10118;60;C0036341;1
10119;1028;C4048328;0
10120;2673;C0035334;0
10121;27232;C0268621;1
10122;10472;C4721509;0
10123;6389;C2750791;0
10124;1758;C4539824;0
10125;5189;C3550234;1
10126;5832;C0152013;1
10127;1280;C0008479;1
10128;7518;C0342573;1
10129;9968;C4721532;0
10130;5979;C0028326;0
10131;583;C2936862;1
10132;3909;C0079301;1
10133;84433;C0036341;0
10134;5781;C1527404;1
10135;80347;C0265251;0
10136;4728;C0549463;0
10137;2321;C0432272;1
10138;60506;C1848172;1
10139;6231;C0004352;0
10140;5468;C0279626;0
10141;7137;C2748542;0
10142;5358;C1861098;0
10143;3295;C0282528;1
10144;2720;C4041558;0
10145;84662;C0750929;0
10146;1297;C1333991;0
10147;7403;C0026764;1
10148;90411;C0011860;0
10149;2332;C0085215;1
10150;6785;C1838644;1
10151;9863;C0038454;0
10152;23394;C0004352;1
10153;2735;C1333990;0
10154;54714;C0155016;1
10155;71;C0009363;1
10156;54112;C0009324;0
10157;3482;C0235833;1
10158;7249;C0037769;1
10159;2067;C1140680;0
10160;54583;C4748540;0
10161;6495;C1854594;1
10162;79718;C0005684;1
10163;84876;C1834558;1
10164;6935;C0238198;0
10165;6201;C0006142;1
10166;3295;C0282525;1
10167;51501;C0009402;0
10168;1832;C3837958;0
10169;2109;C1861689;0
10170;1278;C0002395;0
10171;2147;C0276496;1
10172;64072;C1568247;1
10173;3845;C1843181;1
10174;6597;C1112155;1
10175;2158;C0345967;1
10176;5395;C0009402;1
10177;3572;C1333990;0
10178;5889;C3463824;1
10179;7189;C0003873;1
10180;1848;C0342384;1
10181;5925;C4552079;0
10182;8915;C4721532;1
10183;25939;C3489725;1
10184;2876;C0029459;1
10185;5290;C2749604;0
10186;3763;C0001973;1
10187;7403;C0796117;0
10188;5290;C0403445;0
10189;627;C0006142;0
10190;3028;C0006142;0
10191;1063;C3179349;0
10192;2892;C0796250;1
10193;6616;C0009405;0
10194;54805;C0010346;0
10195;658;C2930970;1
10196;4846;C0001973;0
10197;1956;C0011860;1
10198;5000;C0038454;0
10199;9378;C0085215;0
10200;1678;C1839564;1
10201;161497;C4048809;0
10202;8763;C0265275;0
10203;2475;C4539896;0
10204;6391;C0031511;1
10205;8243;C1848172;0
10206;1387;C1708349;0
10207;1513;C1843015;0
10208;4318;C0038454;0
10209;8676;C1863728;1
10210;472;C0346153;1
10211;3035;C0279702;1
10212;53335;C0005396;0
10213;5293;C1333991;0
10214;79068;C0001973;1
10215;410;C0751278;1
10216;191;C0235833;0
10217;223117;C0036341;1
10218;208;C0345904;0
10219;4053;C0024796;1
10220;7054;C1848199;0
10221;2322;C1863728;0
10222;2316;C0279702;0
10223;861;C0949658;0
10224;3097;C1836485;0
10225;8913;C0752121;1
10226;5443;C3714506;0
10227;5728;C0175704;1
10228;9839;C3501844;1
10229;112752;C1708349;0
10230;4704;C0005684;0
10231;78989;C0022283;1
10232;57697;C0265219;1
10233;940;C0003873;1
10234;4548;C1866558;1
10235;4609;C0040517;0
10236;5176;C1857761;0
10237;56270;C4693816;1
10238;4854;C0038454;1
10239;4982;C0543859;0
10240;3239;C0235833;0
10241;3480;C0376358;0
10242;2760;C0039373;1
10243;5190;C0238198;0
10244;3952;C1140680;0
10245;2260;C0028754;0
10246;9150;C1858726;1
10247;2629;C0752347;1
10248;865;C0011854;0
10249;324;C3495587;0
10250;51684;C0025149;1
10251;100131801;C1850597;1
10252;10519;C2931787;0
10253;958;C0028754;1
10254;1301;C4551479;1
10255;2643;C4316899;0
10256;51008;C1862941;0
10257;9096;C0035334;0
10258;847;C0025149;0
10259;1287;C0376358;0
10260;2784;C0235833;0
10261;4729;C1840646;0
10262;1286;C1140680;0
10263;7099;C0752121;0
10264;79053;C0158683;1
10265;2263;C0376358;0
10266;1548;C0009402;1
10267;7490;C1840452;1
10268;1816;C4692845;1
10269;2153;C3280670;1
10270;6556;C2675897;0
10271;1297;C0432272;1
10272;7390;C2718078;1
10273;650;C1708349;1
10274;5664;C0036341;1
10275;147372;C2239176;1
10276;3572;C0007131;0
10277;171023;C0087031;0
10278;79784;C0376358;1
10279;4647;C1848640;1
10280;81794;C4284790;0
10281;51008;C4225176;1
10282;3481;C0345904;1
10283;5770;C0019829;1
10284;84433;C0036920;1
10285;1298;C4707243;1
10286;80204;C0024305;0
10287;7249;C2931689;0
10288;55129;C0033300;0
10289;6774;C4552092;0
10290;3569;C2239176;1
10291;29089;C1961102;0
10292;540;C1140680;1
10293;4609;C0085413;1
10294;3190;C0006142;1
10295;10519;C4748876;1
10296;3159;C3277671;0
10297;6774;C4317124;0
10298;2065;C0006413;0
10299;2254;C0007131;1
10300;54209;C0338451;1
10301;6311;C0948008;0
10302;5649;C0009324;0
10303;1636;C1961835;1
10304;4318;C1333990;0
10305;186;C0087031;0
10306;3482;C0038454;0
10307;8438;C0079770;1
10308;91137;C3551915;0
10309;51083;C0019569;1
10310;146057;C3150943;0
10311;8803;C0028754;1
10312;2911;C0752121;1
10313;3914;C4011403;1
10314;90678;C0751036;1
10315;2188;C1449563;0
10316;1513;C1621958;1
10317;3953;C0344490;0
10318;4000;C0085298;1
10319;2670;C0006142;0
10320;91949;C2931010;1
10321;6647;C0476089;0
10322;2475;C0265357;0
10323;595;C0019562;1
10324;5657;C0011854;0
10325;7036;C0005283;1
10326;2212;C0024141;1
10327;1356;C0036341;1
10328;1814;C0040517;1
10329;7037;C0006142;1
10330;1421;C1858679;1
10331;595;C1168401;1
10332;2263;C0010278;1
10333;163183;C0752124;0
10334;58;C4551952;1
10335;2876;C0036341;0
10336;27089;C1850597;1
10337;3418;C0162674;0
10338;1200;C0022797;1
10339;6870;C0001973;1
10340;6925;C3151201;0
10341;857;C1969343;1
10342;9516;C0376358;1
10343;4647;C0282160;0
10344;1145;C0238198;0
10345;4072;C0346153;1
10346;8573;C1708349;0
